HabHyg,Hip,Hab?,Display Name,Hyg,BayerFlamsteed,Gliese,BD,HD,HR,Proper Name,Spectral Class,Distance,Xg,Yg,Zg,AbsMag
1122,0,,NN 3223,86036,,NN 3223,,,-,,DZ9,16.1,-11.3,-1,-11.5,15.08195845
1123,0,,NN 3455,86312,,NN 3455,,,-,,m,16.1,-1.6,-15.5,-4.1,11.41195845
1124,0,,GJ 1118,86407,,GJ 1118,,,-,,k-m,16.1,-4,-15.4,2.7,12.76195845
1125,0,,NN 3540,86429,,NN 3540,,,-,,m,16.1,-11.4,-3.8,10.7,11.25195845
1126,0,,NN 3573,86479,,NN 3573,,,-,,m,16.1,-9,-5.1,12.4,13.16195845
1127,0,,NN 3702,86630,,NN 3702,,,-,,M4.5,16.1,5.2,-13.1,7.8,12.96195845
1128,0,,GJ 1161 B,86669,,GJ 1161 B,,,-,,,16.1,7,-12.4,7.5,10.87195845
1129,0,,NN 3764,86705,,NN 3764,,,-,,M3.5,16.1,8.9,-11.9,6.2,11.82195845
1130,0,,GJ 1174,86749,,GJ 1174,,,-,,M3,16.1,-0.5,5.3,15.2,11.725458
1131,0,,NN 3813,86772,,NN 3813,,,-,,M2,16.1,5.3,-0.5,15.2,10.59195845
1132,0,,NN 3884,86843,,NN 3884,,,-,,M3.5,16.1,9.6,1,12.9,11.69195845
1133,0,,Gl 579,86852,,Gl 579,,,-,,K7 V,16.1,6.6,4.9,13.8,9.058951923
1134,0,,NN 3910,86869,,NN 3910,,,-,,m,16.1,6.6,6.6,13.2,13.26195845
1135,0,,NN 3945,86916,,NN 3945,,,-,,M3.5,16.1,15.2,-3.2,4.5,11.92195845
1136,0,,Gl 676 B,87002,,Gl 676 B,,,-,,m,16.1,14.9,-5.7,-2.7,12.27125786
1137,0,,GJ 1226,87057,,GJ 1226,,,-,,M3.5,16.1,14.1,7.7,1.8,11.67195845
1138,0,,Gl 734,87098,,Gl 734,,230017,-,,dM0,16.1,11.7,11,1.2,8.405458001
1139,0,,Gl 734 B,87099,,Gl 734 B,,,-,,,16.1,11.7,11,1.2,11.265458
1140,0,,NN 4198,87271,,NN 4198,,,-,,M3,16.1,11,0.2,-11.8,12.15195845
1141,0,,Gl 856 B,87350,,Gl 856 B,,,-,,,16.1,0,15,-5.7,10.56825359
1142,0,,GJ 1269 B,87360,,GJ 1269 B,,,-,,,16.1,2.9,12.5,-9.8,9.061958447
1143,55605,,Hip 55605,41132,,,,,,,M0,16.1,-2.3,-7.5,14.1,9.333008906
1144,65143,1,BD+35°2439,47550,,Gl 508.2,BD+35°2439,,,,M0,16.1,0.3,2.7,15.9,9.586506768
1145,85647,1,Gl 676,61637,,Gl 676,,,,,M0,16.1,14.9,-5.7,-2.7,8.54125786
1146,107705,,GJ 1264,78292,,GJ 1264,,,,,M2Ve,16.1,9.5,-8.2,-10.1,8.761958447
1147,110526,,Gl 856,80336,,Gl 856,,,,,M0...,16.1,0,15,-5.7,10.37825359
1148,0,,GJ 1013,85795,,GJ 1013,,,-,,m,16.2,-2,5.7,-15.1,11.69790356
1149,0,,Gl 165,86097,,Gl 165,,,-,,M3.5,16.2,-14.3,7.5,-0.1,12.62845325
1150,0,,Gl 294 B,86338,,Gl 294 B,,,-,,k,16.2,0.9,-15.6,-4.4,8.833536437
1151,0,,Gl 294 C,86339,,Gl 294 C,,,-,,,16.2,0.9,-15.6,-4.4,12.45353644
1152,0,,GJ 1183,86811,,GJ 1183,,,-,,m,16.2,9.3,-2.1,13.1,12.90494238
1153,0,,GJ 1183 B,86812,,GJ 1183 B,,,-,,m,16.2,9.3,-2.1,13.1,12.98494238
1154,0,,Gl 841 B,87310,,Gl 841 B,,,-,,DQ7,16.2,10.2,-2.8,-12.3,13.62896084
1155,0,,Gl 872 B,87383,,Gl 872 B,,,-,,M1,16.2,1.9,12.2,-10.5,10.64578746
1156,1463,1,Gl 16,1063,,Gl 16,,,,,M0,16.2,-3.4,9.4,-12.7,9.850369742
1157,17439,,Gl 152,12204,,Gl 152,,23484,,,K1V,16.2,-4.8,-8.7,-12.8,5.938960839
1158,34065,,Gl 264.1,24784,,Gl 264.1,,53705,2667,,G3V...,16.2,-4.3,-15,-4.5,4.49578746
1159,35821,,Gl 272,26141,,Gl 272,,,,,M2,16.2,-14.6,2.1,6.7,9.480721825
1160,38908,,Gl 294,28540,,Gl 294,,65907,3138,,G2V...,16.2,0.9,-15.6,-4.4,4.553536437
1161,50954,,Gl 391,37781,,Gl 391,,90589,4102,,F2IV,16.2,6.2,-14.5,-3.9,2.950369742
1162,56238,1,BD+23°2359,41561,,Gl 430.1,BD+23°2359,,,,,16.2,-3.8,-3.5,15.3,9.253536437
1163,61291,1,Gl 472,45020,,Gl 472,,109200,,,K0V,16.2,8.4,-13.7,-1.7,6.085996232
1164,91608,1,BD-13°5069,66063,,Gl 724,BD-13°5069,,,,M,16.2,15.2,5.5,-1.1,9.578960839
1165,105038,1,BD+08°4638,76292,,Gl 824,BD+08°4638,202575,,,K2,16.2,7.2,12.6,-7.2,6.905996232
1166,105932,1,Gl 828.2,76987,,Gl 828.2,,,,,M0,16.2,8.9,9.3,-9.9,10.04684577
1167,108405,,Gl 841,78788,,Gl 841,,,,,M0,16.2,10.2,-2.8,-12.3,9.348960839
1168,112447,,46 Xi Pegasi,81657,46 Xi Pegasi,Gl 872,,215648,8665,,F7V,16.2,1.9,12.2,-10.5,3.13578746
1169,0,,Gl 73,85901,,Gl 73,,,-,,M3,16.3,-9.1,7.3,-11.5,13.04375711
1170,0,,GJ 1133,86505,,GJ 1133,,,-,,DA7,16.3,-9.3,6.3,11.8,13.65084186
1171,0,,Gl 405,86548,,Gl 405,,,-,,M1.5,16.3,-8.2,4.7,13.3,11.66084186
1172,0,,NN 3836,86795,,NN 3836,,,-,,M2.5,16.3,0.6,6.7,14.8,10.53730237
1173,0,,Gl 607,86898,,Gl 607,,,-,,M3,16.3,7.1,8.2,12.2,11.44375711
1174,0,,Gl 699.1,87040,,Gl 699.1,,,-,,DA7,16.3,-6,12.9,7.8,13.24437558
1175,2120,1,Gl 21,1518,,Gl 21,,,,,M0,16.3,-8.3,13.9,2.1,9.460488167
1176,4927,,GJ 1026,3455,,GJ 1026,,,,,M,16.3,-7.2,9.6,-11.1,10.8148213
1177,7765,,Hip 7765,5426,,,,10182,,,K0,16.3,-8.7,7.3,-11.7,7.617302373
1178,17405,,Gl 150.1,12181,,Gl 150.1,,,,,M1,16.3,-14,2.1,-8,8.900841856
1179,17695,,Hip 17695,12388,,,,,,,,16.3,-12.1,-2.1,-10.7,10.53260944
1180,31300,,Gl 238,22634,,Gl 238,,,,,M,16.3,-0.6,-14.8,-6.9,10.55659378
1181,47619,1,NN 3563,35315,,NN 3563,,,,,,16.3,-4.3,-14.2,6.9,10.89907284
1182,52296,1,GJ 1135,38779,,GJ 1135,,,,,M0V,16.3,1.6,-15.3,5.3,8.907302373
1183,52341,,GJ 1136,38809,,GJ 1136,,,,,K7V,16.3,1.6,-15.3,5.4,9.123047363
1184,65520,1,Gl 510,47808,,Gl 510,,,,,M,16.3,9,-10,9.1,9.964375579
1185,0,,NN 3015 B,85770,,NN 3015 B,,,-,,m,16.4,-8.1,13.3,5,16.32664918
1186,0,,GJ 1011,85788,,GJ 1011,,,-,,k-m,16.4,-5.4,11.7,-10.1,13.20020605
1187,0,,NN 3105,85894,,NN 3105,,,-,,m,16.4,-10,10.1,-8.2,12.83664918
1188,0,,NN 3180,85987,,NN 3180,,,-,,m,16.4,-9.4,0.2,-13.4,14.78664918
1189,0,,NN 3243,86062,,NN 3243,,,-,,m,16.4,3,-11.9,-10.9,10.87664918
1190,0,,Gl 332 B,86409,,Gl 332 B,,,-,,G5 V,16.4,-12.4,0,10.8,5.10165974
1191,0,,NN 3553,86446,,NN 3553,,,-,,m,16.4,-8.9,-10.2,9.3,12.2495179
1192,0,,NN 3566,86471,,NN 3566,,,-,,m,16.4,-6.5,-11.7,9.5,13.07664918
1193,0,,NN 3758,86697,,NN 3758,,,-,,M3.5,16.4,5.3,-7.1,13.8,11.46664918
1194,0,,NN 3808,86765,,NN 3808,,,-,,m,16.4,6.8,-3,14.6,13.26664918
1195,0,,Gl 552.1,86817,,Gl 552.1,,,-,,k-m,16.4,12,-11.1,1.7,10.55664918
1196,0,,Gl 560 B,86823,,Gl 560 B,,,-,,K5 V,16.4,11.4,-11.7,-1.3,7.395580975
1197,0,,NN 3871,86833,,NN 3871,,,-,,k,16.4,8.5,1.7,13.9,10.53664918
1198,0,,NN 3929,86893,,NN 3929,,,-,,M6 :,16.4,5.8,8.9,12.5,11.61664918
1199,0,,Gl 678 B,87005,,Gl 678 B,,,-,,G8 IV-V,16.4,14.5,6,4.9,5.119517896
1200,16069,,Gl 143,11276,,Gl 143,,21749,,,K5V,16.4,1.8,-11.3,-11.7,6.9291396
1201,32769,1,BD+60°1003,23783,,Gl 247,BD+60°1003,48948,,,M0p,16.4,-13.7,6.3,6.5,7.505224792
1202,43948,1,BD+12°1944,32474,,Gl 330,BD+12°1944,,,,M5,16.4,-11,-8.2,9,9.526293167
1203,44248,,Gl 332,32713,,Gl 332,,76943,3579,,F5V,16.4,-12.4,0,10.8,3.03165974
1204,67308,,GJ 1177,49045,,GJ 1177,,120036,,,K5/M1V+K5,16.4,10.4,-9.9,7.9,7.8691396
1205,67742,1,Gl 531,49323,,Gl 531,,120780,,,K1V,16.4,10.9,-11.9,3.1,6.30165974
1206,71908,,Alpha Circini,52082,Alpha Circini,Gl 560,,128898,5463,,F1Vp,16.4,11.4,-11.7,-1.3,2.115580975
1207,81018,,GJ 1203,58269,,GJ 1203,,,,,K:,16.4,11.6,6.3,9.7,11.10949514
1208,85667,,Gl 678,61654,,Gl 678,,158614,6516,,G8IV-V,16.4,14.5,6,4.9,4.899517896
1209,91009,,Gl 719,65607,,Gl 719,,234677,,,K7Vvar,16.4,2.5,14.8,6.6,7.023086463
1210,105341,1,BD-20°6185,76526,,Gl 826.1,BD-20°6185,203040,,,K5V,16.4,10.7,6.1,-10.8,8.048072625
1211,108752,1,Gl 844,79052,,Gl 844,,,,,M2,16.4,3.8,13.7,-8.2,9.544512249
